source,relative_path,doc_type,parser,parse_status,quality_status,ingest_status,pages_total,pages_parsed,ocr_pages,table_pages,empty_pages,chars_total,avg_chars_per_page,valid_char_ratio,garble_score,table_count,table_fact_count,table_review_count,artifact_dir,notes
基于风味检测技术对四大名醋挥发性成分的研究进展_郭蕾.pdf,papers/基于风味检测技术对四大名醋挥发性成分的研究进展_郭蕾.pdf,文献,pdfplumber,ok,pass,ingested,6,6,0,0,0,14780,2463.33,0.9691,0.0309,0,0,0,parsed_docs/基于风味检测技术对四大名醋挥发性成分的研究进展_郭蕾__cb59b713,
基于风味的蜂蜜醋发酵技术研究_潘伟杰.pdf,papers/基于风味的蜂蜜醋发酵技术研究_潘伟杰.pdf,文献,pdfplumber,ok,pass,ingested,126,232,0,13,0,106693,459.88,0.9724,0.0285,20,86,11,parsed_docs/基于风味的蜂蜜醋发酵技术研究_潘伟杰__65959f7d,
基于香气活性值及感官属性对金银花尾酒酿造风味食醋特征的分析_孙优兰.pdf,papers/基于香气活性值及感官属性对金银花尾酒酿造风味食醋特征的分析_孙优兰.pdf,文献,pdfplumber,ok,pass,ingested,10,12,0,2,0,23076,1923.0,0.9927,0.0075,2,0,0,parsed_docs/基于香气活性值及感官属性对金银花尾酒酿造风味食醋特征的分析_孙优兰__efbc3e70,
基于高光谱图像技术的镇江香醋固态发酵过程研究_朱瑶迪.pdf,papers/基于高光谱图像技术的镇江香醋固态发酵过程研究_朱瑶迪.pdf,文献,pdfplumber,ok,pass,ingested,7,8,0,1,0,15424,1928.0,0.9829,0.0171,1,0,1,parsed_docs/基于高光谱图像技术的镇江香醋固态发酵过程研究_朱瑶迪__2b9e85c1,
基于高通量测序分析山西老陈醋醋酸发酵过程中细菌群落的演替规律_邢晓莹.pdf,papers/基于高通量测序分析山西老陈醋醋酸发酵过程中细菌群落的演替规律_邢晓莹.pdf,文献,pdfplumber,ok,pass,ingested,8,125,0,2,0,39895,319.16,0.9671,0.0329,2,115,0,parsed_docs/基于高通量测序分析山西老陈醋醋酸发酵过程中细菌群落的演替规律_邢晓莹__fc130d21,
基于高通量测序山西老陈醋和怀仁醋酒精发酵初期酒醅真菌菌群研究_杨玲.pdf,papers/基于高通量测序山西老陈醋和怀仁醋酒精发酵初期酒醅真菌菌群研究_杨玲.pdf,文献,pdfplumber,ok,pass,ingested,6,7,0,1,0,15406,2200.86,0.9797,0.0203,1,0,0,parsed_docs/基于高通量测序山西老陈醋和怀仁醋酒精发酵初期酒醅真菌菌群研究_杨玲__599902f8,
基于高通量测序解析四川晒醋固态发酵过程中细菌群落变化_冯洁雅.pdf,papers/基于高通量测序解析四川晒醋固态发酵过程中细菌群落变化_冯洁雅.pdf,文献,pdfplumber,ok,pass,ingested,9,11,0,2,0,25007,2273.36,0.959,0.041,2,0,2,parsed_docs/基于高通量测序解析四川晒醋固态发酵过程中细菌群落变化_冯洁雅__a3c944ad,
填充料对食醋固态发酵的影响_张宗舟.pdf,papers/填充料对食醋固态发酵的影响_张宗舟.pdf,文献,paddleocr,ocr,pass,ingested,8,8,7,0,0,5673,709.12,0.9813,0.019,0,0,0,parsed_docs/填充料对食醋固态发酵的影响_张宗舟__60c37351,
复合枣醋酒精发酵菌种的筛选及工艺研究_王晓婧.pdf,papers/复合枣醋酒精发酵菌种的筛选及工艺研究_王晓婧.pdf,文献,pdfplumber,ok,pass,ingested,6,7,0,1,0,12306,1758.0,0.975,0.025,1,0,1,parsed_docs/复合枣醋酒精发酵菌种的筛选及工艺研究_王晓婧__ac5c7ef1,
多菌种发酵是提高酱油、食醋质量的重要途径_林祖申.pdf,papers/多菌种发酵是提高酱油、食醋质量的重要途径_林祖申.pdf,文献,paddleocr,ocr,pass,ingested,5,6,3,1,0,11300,1883.33,0.938,0.0629,1,0,1,parsed_docs/多菌种发酵是提高酱油_食醋质量的重要途径_林祖申__078e38d4,
多菌种混合发酵果蔬汁的研究进展_朱丹实.pdf,papers/多菌种混合发酵果蔬汁的研究进展_朱丹实.pdf,文献,pdfplumber,ok,pass,ingested,10,11,0,1,0,20230,1839.09,0.974,0.026,1,0,0,parsed_docs/多菌种混合发酵果蔬汁的研究进展_朱丹实__fcf151cc,
多菌种混合发酵神农架猕猴桃果醋的工艺优化及风味分析_朱学娜.pdf,papers/多菌种混合发酵神农架猕猴桃果醋的工艺优化及风味分析_朱学娜.pdf,文献,pdfplumber,ok,pass,ingested,10,61,0,3,0,29435,482.54,0.9575,0.0425,4,47,3,parsed_docs/多菌种混合发酵神农架猕猴桃果醋的工艺优化及风味分析_朱学娜__e8743db3,
多轮黑曲霉麸曲强化技术对四川麸醋固态发酵过程中菌群和风味品质的影响_王瑞.pdf,papers/多轮黑曲霉麸曲强化技术对四川麸醋固态发酵过程中菌群和风味品质的影响_王瑞.pdf,文献,pdfplumber,ok,pass,ingested,71,148,0,9,2,90086,608.69,0.9564,0.0438,9,70,3,parsed_docs/多轮黑曲霉麸曲强化技术对四川麸醋固态发酵过程中菌群和风味品质的影响_王瑞__b7cc5aef,
季节变化对保宁醋发酵过程中细菌菌群及风味物质的影响_潘婉舒.pdf,papers/季节变化对保宁醋发酵过程中细菌菌群及风味物质的影响_潘婉舒.pdf,文献,paddleocr,ocr,pass,ingested,94,565,56,28,2,149937,265.38,0.8793,0.1209,28,445,9,parsed_docs/季节变化对保宁醋发酵过程中细菌菌群及风味物质的影响_潘婉舒__8fab608a,
季节变化对山西老陈醋大曲微生物群落演替与风味的影响_李敏.pdf,papers/季节变化对山西老陈醋大曲微生物群落演替与风味的影响_李敏.pdf,文献,pdfplumber,ok,pass,ingested,9,10,0,1,0,25271,2527.1,0.971,0.029,1,0,0,parsed_docs/季节变化对山西老陈醋大曲微生物群落演替与风味的影响_李敏__66c7da16,
宏基因组学技术分析传统食醋发酵过程微生物多样性_聂志强.pdf,papers/宏基因组学技术分析传统食醋发酵过程微生物多样性_聂志强.pdf,文献,pdfplumber,ok,pass,ingested,6,6,0,0,0,15616,2602.67,0.9859,0.0145,0,0,0,parsed_docs/宏基因组学技术分析传统食醋发酵过程微生物多样性_聂志强__31b979db,
实时荧光定量PCR监测镇江香醋醋酸发酵过程中微生物变化_陶京兰.pdf,papers/实时荧光定量PCR监测镇江香醋醋酸发酵过程中微生物变化_陶京兰.pdf,文献,pdfplumber,ok,pass,ingested,5,89,0,2,0,23370,262.58,0.9473,0.0527,2,82,0,parsed_docs/实时荧光定量PCR监测镇江香醋醋酸发酵过程中微生物变化_陶京兰__bc8c2684,
富含黄酮类物质的葛根醋加工工艺及其体外抗氧化活性的研究_张鹏斐.pdf,papers/富含黄酮类物质的葛根醋加工工艺及其体外抗氧化活性的研究_张鹏斐.pdf,文献,pdfplumber,ok,pass,ingested,74,74,0,0,0,32998,445.92,0.9965,0.0035,0,0,0,parsed_docs/富含黄酮类物质的葛根醋加工工艺及其体外抗氧化活性的研究_张鹏斐__3a47ee12,
富硒食醋固态发酵原料处理工艺条件研究_许芳.pdf,papers/富硒食醋固态发酵原料处理工艺条件研究_许芳.pdf,文献,pdfplumber,ok,pass,ingested,3,4,0,1,0,6474,1618.5,0.9665,0.0335,1,0,0,parsed_docs/富硒食醋固态发酵原料处理工艺条件研究_许芳__12a56dc5,
对液态深层发酵制醋工艺过程中问题的研究_宫名宇.pdf,papers/对液态深层发酵制醋工艺过程中问题的研究_宫名宇.pdf,文献,pdfplumber,ok,pass,ingested,5,76,0,4,0,11879,156.3,0.8794,0.1206,14,57,1,parsed_docs/对液态深层发酵制醋工艺过程中问题的研究_宫名宇__39213e7f,
导致食醋固态发酵异常的产芽孢微生物及其异味分析_张羽施.pdf,papers/导致食醋固态发酵异常的产芽孢微生物及其异味分析_张羽施.pdf,文献,pdfplumber,ok,pass,ingested,9,34,0,1,0,20533,603.91,0.9824,0.0177,1,24,0,parsed_docs/导致食醋固态发酵异常的产芽孢微生物及其异味分析_张羽施__fd71aaf6,
封闭式固态发酵体系及其在食醋酿造中的应用研究进展_程思远.pdf,papers/封闭式固态发酵体系及其在食醋酿造中的应用研究进展_程思远.pdf,文献,pdfplumber,ok,pass,ingested,10,11,0,1,0,30378,2761.64,0.9813,0.0189,1,0,1,parsed_docs/封闭式固态发酵体系及其在食醋酿造中的应用研究进展_程思远__9752f52c,
小米醋关键风味物质及与酿造微生物变化关联研究_王鑫源.pdf,papers/小米醋关键风味物质及与酿造微生物变化关联研究_王鑫源.pdf,文献,paddleocr,ocr,pass,ingested,75,395,39,16,0,126474,320.19,0.9068,0.0932,16,304,5,parsed_docs/小米醋关键风味物质及与酿造微生物变化关联研究_王鑫源__e1598410,
小米醋发酵过程中醋酸菌的筛选鉴定及发酵特性研究_曹施静.pdf,papers/小米醋发酵过程中醋酸菌的筛选鉴定及发酵特性研究_曹施静.pdf,文献,pdfplumber,ok,pass,ingested,7,10,0,3,0,18937,1893.7,0.9752,0.0248,3,0,1,parsed_docs/小米醋发酵过程中醋酸菌的筛选鉴定及发酵特性研究_曹施静__63efbfbd,
山西传统酿醋工艺的传承与发展_杨常伟.pdf,papers/山西传统酿醋工艺的传承与发展_杨常伟.pdf,文献,pdfplumber,ok,pass,ingested,7,7,0,0,0,13931,1990.14,0.9948,0.0052,0,0,0,parsed_docs/山西传统酿醋工艺的传承与发展_杨常伟__8167cefa,
山西老陈醋与镇江香醋的比较_海英.pdf,papers/山西老陈醋与镇江香醋的比较_海英.pdf,文献,pdfplumber,ok,pass,ingested,1,8,0,1,0,2468,308.5,0.97,0.03,1,6,0,parsed_docs/山西老陈醋与镇江香醋的比较_海英__e5aa85d0,
山西老陈醋中川芎嗪测定及特征分析研究_朱丽.pdf,papers/山西老陈醋中川芎嗪测定及特征分析研究_朱丽.pdf,文献,pdfplumber,ok,pass,ingested,5,5,0,0,0,10176,2035.2,0.9842,0.0162,0,0,0,parsed_docs/山西老陈醋中川芎嗪测定及特征分析研究_朱丽__187dd694,
山西老陈醋中总黄酮含量的测定_彭晓光.pdf,papers/山西老陈醋中总黄酮含量的测定_彭晓光.pdf,文献,pdfplumber,ok,pass,ingested,3,52,0,1,0,10888,209.38,0.9539,0.0461,1,48,0,parsed_docs/山西老陈醋中总黄酮含量的测定_彭晓光__53c215bf,
山西老陈醋中芽孢杆菌的RAPD分型及其与性状之间的关系_贾瑞娟.pdf,papers/山西老陈醋中芽孢杆菌的RAPD分型及其与性状之间的关系_贾瑞娟.pdf,文献,pdfplumber,ok,pass,ingested,7,8,0,1,0,15230,1903.75,0.977,0.0238,1,0,0,parsed_docs/山西老陈醋中芽孢杆菌的RAPD分型及其与性状之间的关系_贾瑞娟__161e050a,
山西老陈醋主要工艺参数的分析研究_李江涌.pdf,papers/山西老陈醋主要工艺参数的分析研究_李江涌.pdf,文献,paddleocr,ocr,pass,ingested,53,288,27,10,2,79833,277.2,0.8882,0.1119,10,227,3,parsed_docs/山西老陈醋主要工艺参数的分析研究_李江涌__54aa24a2,
山西老陈醋优势醋酸菌的分离鉴定_胡会萍.pdf,papers/山西老陈醋优势醋酸菌的分离鉴定_胡会萍.pdf,文献,pdfplumber,ok,pass,ingested,3,5,0,2,0,7096,1419.2,0.9483,0.0517,2,0,1,parsed_docs/山西老陈醋优势醋酸菌的分离鉴定_胡会萍__96e59d21,
山西老陈醋优良芽孢菌与醋酸菌、乳酸菌的相互作用_贾瑞娟.pdf,papers/山西老陈醋优良芽孢菌与醋酸菌、乳酸菌的相互作用_贾瑞娟.pdf,文献,pdfplumber,ok,pass,ingested,14,14,0,0,0,20517,1465.5,0.9821,0.0183,0,0,0,parsed_docs/山西老陈醋优良芽孢菌与醋酸菌_乳酸菌的相互作用_贾瑞娟__055a9c44,
山西老陈醋功效成分的研究进展_陈树俊.pdf,papers/山西老陈醋功效成分的研究进展_陈树俊.pdf,文献,pdfplumber,ok,pass,ingested,5,5,0,0,0,10650,2130.0,0.9815,0.0185,0,0,0,parsed_docs/山西老陈醋功效成分的研究进展_陈树俊__6e7e3c6b,
山西老陈醋发酵过程中有机酸产生规律研究_杜宏福.pdf,papers/山西老陈醋发酵过程中有机酸产生规律研究_杜宏福.pdf,文献,paddleocr,ocr,pass,ingested,74,428,41,20,1,118744,277.44,0.8947,0.1053,20,335,7,parsed_docs/山西老陈醋发酵过程中有机酸产生规律研究_杜宏福__ad859e9e,
山西老陈醋发酵过程中细菌群落组成与有机酸变化的关系研究_杜宏福.pdf,papers/山西老陈醋发酵过程中细菌群落组成与有机酸变化的关系研究_杜宏福.pdf,文献,pdfplumber,ok,pass,ingested,7,47,0,3,0,20667,439.72,0.9754,0.0246,3,37,2,parsed_docs/山西老陈醋发酵过程中细菌群落组成与有机酸变化的关系研究_杜宏福__c2c41057,
山西老陈醋发酵过程微生物相互作用及有机酸代谢调控机制解析_吴艳芳.pdf,papers/山西老陈醋发酵过程微生物相互作用及有机酸代谢调控机制解析_吴艳芳.pdf,文献,pdfplumber,ok,pass,ingested,219,430,0,14,1,413487,961.6,0.9839,0.0162,14,198,1,parsed_docs/山西老陈醋发酵过程微生物相互作用及有机酸代谢调控机制解析_吴艳芳__a0886ca9,
山西老陈醋发酵过程酚类化合物组成及其转化网络研究_刘静.pdf,papers/山西老陈醋发酵过程酚类化合物组成及其转化网络研究_刘静.pdf,文献,pdfplumber,ok,pass,ingested,183,324,0,6,0,308200,951.23,0.9618,0.0383,6,135,0,parsed_docs/山西老陈醋发酵过程酚类化合物组成及其转化网络研究_刘静__0e5d16c6,
山西老陈醋含糖大分子及其免疫活性研究_张祥龙.pdf,papers/山西老陈醋含糖大分子及其免疫活性研究_张祥龙.pdf,文献,pdfplumber,ok,pass,ingested,205,437,0,16,0,244912,560.44,0.9702,0.0303,16,216,3,parsed_docs/山西老陈醋含糖大分子及其免疫活性研究_张祥龙__27fc02ed,
山西老陈醋四甲基吡嗪形成机制及代谢调控_谢三款.pdf,papers/山西老陈醋四甲基吡嗪形成机制及代谢调控_谢三款.pdf,文献,paddleocr,ocr,pass,ingested,160,386,1,11,1,208518,540.2,0.9811,0.019,11,216,1,parsed_docs/山西老陈醋四甲基吡嗪形成机制及代谢调控_谢三款__965b2ef1,
山西老陈醋多糖含量测定和清除DPPH·能力分析_李艳.pdf,papers/山西老陈醋多糖含量测定和清除DPPH·能力分析_李艳.pdf,文献,pdfplumber,ok,pass,ingested,3,4,0,1,0,4953,1238.25,0.9576,0.0426,1,0,0,parsed_docs/山西老陈醋多糖含量测定和清除DPPH_能力分析_李艳__0dd24e44,
山西老陈醋多糖提取纯化、结构表征及功能研究_李子琦.pdf,papers/山西老陈醋多糖提取纯化、结构表征及功能研究_李子琦.pdf,文献,pdfplumber,ok,pass,ingested,65,151,0,10,0,67890,449.6,0.9657,0.0347,12,74,7,parsed_docs/山西老陈醋多糖提取纯化_结构表征及功能研究_李子琦__145ad945,
山西老陈醋多酚类化合物降血脂作用研究_杜鹏.pdf,papers/山西老陈醋多酚类化合物降血脂作用研究_杜鹏.pdf,文献,paddleocr,ocr,pass,ingested,151,203,3,10,1,174641,860.3,0.9729,0.0271,10,43,4,parsed_docs/山西老陈醋多酚类化合物降血脂作用研究_杜鹏__13dba920,
山西老陈醋大曲中优良乳酸菌的分离筛选及其发酵应用研究_焦玉双.pdf,papers/山西老陈醋大曲中优良乳酸菌的分离筛选及其发酵应用研究_焦玉双.pdf,文献,paddleocr,ocr,pass,ingested,59,146,29,11,3,60903,417.14,0.8974,0.1027,11,79,8,parsed_docs/山西老陈醋大曲中优良乳酸菌的分离筛选及其发酵应用研究_焦玉双__1906b1f3,
山西老陈醋大曲中优良酵母菌的分离鉴定及发酵应用研究_王媛慧.pdf,papers/山西老陈醋大曲中优良酵母菌的分离鉴定及发酵应用研究_王媛慧.pdf,文献,paddleocr,ocr,pass,ingested,80,264,41,14,1,97602,369.7,0.8936,0.1091,14,171,7,parsed_docs/山西老陈醋大曲中优良酵母菌的分离鉴定及发酵应用研究_王媛慧__a0b5bb3f,
山西老陈醋大曲中红曲霉酯化特性的研究_周永斌.pdf,papers/山西老陈醋大曲中红曲霉酯化特性的研究_周永斌.pdf,文献,pdfplumber,ok,pass,ingested,4,4,0,0,0,5116,1279.0,0.9758,0.0242,0,0,0,parsed_docs/山西老陈醋大曲中红曲霉酯化特性的研究_周永斌__da787715,
山西老陈醋大曲中芽孢杆菌的分离鉴定及特性研究_王进龙.pdf,papers/山西老陈醋大曲中芽孢杆菌的分离鉴定及特性研究_王进龙.pdf,文献,paddleocr,ocr,pass,ingested,50,121,25,13,4,53267,440.22,0.8754,0.1325,13,62,8,parsed_docs/山西老陈醋大曲中芽孢杆菌的分离鉴定及特性研究_王进龙__3f6713cc,
山西老陈醋大曲制备过程中理化因子、微生物群落变化及风味形成规律_丁伟.pdf,papers/山西老陈醋大曲制备过程中理化因子、微生物群落变化及风味形成规律_丁伟.pdf,文献,pdfplumber,ok,pass,ingested,8,43,0,1,0,20038,466.0,0.9764,0.0236,1,34,0,parsed_docs/山西老陈醋大曲制备过程中理化因子_微生物群落变化及风味形成规律_丁伟__04eeb8e4,
山西老陈醋大曲微生物生态分布_武晋海.pdf,papers/山西老陈醋大曲微生物生态分布_武晋海.pdf,文献,pdfplumber,ok,pass,ingested,4,88,0,1,0,15921,180.92,0.9135,0.0865,1,83,0,parsed_docs/山西老陈醋大曲微生物生态分布_武晋海__e2945f66,
山西老陈醋大曲微生物种类及主要生物活性的研究_武晋海.pdf,papers/山西老陈醋大曲微生物种类及主要生物活性的研究_武晋海.pdf,文献,paddleocr,ocr,pass,ingested,52,249,1,12,0,67513,271.14,0.9164,0.0838,12,185,3,parsed_docs/山西老陈醋大曲微生物种类及主要生物活性的研究_武晋海__b7fceb68,
山西老陈醋大曲红曲霉分离鉴定_郭红珍.pdf,papers/山西老陈醋大曲红曲霉分离鉴定_郭红珍.pdf,文献,pdfplumber,ok,pass,ingested,5,6,0,1,0,8162,1360.33,0.9164,0.1078,1,0,0,parsed_docs/山西老陈醋大曲红曲霉分离鉴定_郭红珍__5a2bc658,
山西老陈醋大曲红曲霉分离鉴定及生物学特性研究_杨宁.pdf,papers/山西老陈醋大曲红曲霉分离鉴定及生物学特性研究_杨宁.pdf,文献,pdfplumber,ok,pass,ingested,3,4,0,1,0,7238,1809.5,0.9805,0.0195,1,0,0,parsed_docs/山西老陈醋大曲红曲霉分离鉴定及生物学特性研究_杨宁__9eaf2d66,
山西老陈醋大曲细菌群落结构及多样性研究_张天震.pdf,papers/山西老陈醋大曲细菌群落结构及多样性研究_张天震.pdf,文献,pdfplumber,ok,pass,ingested,8,9,0,1,0,12810,1423.33,0.9809,0.0191,1,0,0,parsed_docs/山西老陈醋大曲细菌群落结构及多样性研究_张天震__262e0cba,
山西老陈醋对氧化损伤肝细胞保护作用及机制研究_姚佳慧.pdf,papers/山西老陈醋对氧化损伤肝细胞保护作用及机制研究_姚佳慧.pdf,文献,paddleocr,ocr,pass,ingested,68,181,43,7,0,97894,540.85,0.9237,0.0766,7,106,3,parsed_docs/山西老陈醋对氧化损伤肝细胞保护作用及机制研究_姚佳慧__53263aad,
山西老陈醋微生物酿造机理及四大名醋指纹图谱差异性研究_张天震.pdf,papers/山西老陈醋微生物酿造机理及四大名醋指纹图谱差异性研究_张天震.pdf,文献,paddleocr,ocr,pass,ingested,169,301,5,27,1,150289,499.3,0.9773,0.0228,35,98,22,parsed_docs/山西老陈醋微生物酿造机理及四大名醋指纹图谱差异性研究_张天震__2437fdeb,
山西老陈醋快速鉴别试剂盒的研制_李婷.pdf,papers/山西老陈醋快速鉴别试剂盒的研制_李婷.pdf,文献,pdfplumber,ok,pass,ingested,2,3,0,1,0,4181,1393.67,0.9392,0.0648,1,0,1,parsed_docs/山西老陈醋快速鉴别试剂盒的研制_李婷__c0977940,
山西老陈醋成分分析及液态发酵工艺研究_吕利华.pdf,papers/山西老陈醋成分分析及液态发酵工艺研究_吕利华.pdf,文献,paddleocr,ocr,pass,ingested,62,62,7,0,0,34092,549.87,0.9604,0.0396,0,0,0,parsed_docs/山西老陈醋成分分析及液态发酵工艺研究_吕利华__a9cf0e65,
山西老陈醋指纹图谱及功能成分研究_李艺.pdf,papers/山西老陈醋指纹图谱及功能成分研究_李艺.pdf,文献,paddleocr,ocr,pass,ingested,91,149,5,10,2,94456,633.93,0.9642,0.0358,10,50,6,parsed_docs/山西老陈醋指纹图谱及功能成分研究_李艺__8dfee6d9,
山西老陈醋核心菌群解析及与风味物质的相关性_孙列雄.pdf,papers/山西老陈醋核心菌群解析及与风味物质的相关性_孙列雄.pdf,文献,paddleocr,ocr,pass,ingested,127,238,5,7,1,119958,504.03,0.9663,0.034,8,104,3,parsed_docs/山西老陈醋核心菌群解析及与风味物质的相关性_孙列雄__5135fce1,
山西老陈醋沉淀物成分分析、抗氧化性评价及沙棘果油醋粉的研制_赵瑞欢.pdf,papers/山西老陈醋沉淀物成分分析、抗氧化性评价及沙棘果油醋粉的研制_赵瑞欢.pdf,文献,paddleocr,ocr,pass,ingested,64,403,28,13,2,84943,210.78,0.8845,0.1159,13,328,3,parsed_docs/山西老陈醋沉淀物成分分析_抗氧化性评价及沙棘果油醋粉的研制_赵瑞欢__f99e8086,
山西老陈醋沉淀物组成及其形成规律的分析_张祥龙.pdf,papers/山西老陈醋沉淀物组成及其形成规律的分析_张祥龙.pdf,文献,paddleocr,ocr,pass,ingested,77,293,35,7,1,101520,346.48,0.9223,0.0778,7,210,1,parsed_docs/山西老陈醋沉淀物组成及其形成规律的分析_张祥龙__695a3f92,
山西老陈醋源优良芽孢杆菌菌株的鉴定及筛选_史改玲.pdf,papers/山西老陈醋源优良芽孢杆菌菌株的鉴定及筛选_史改玲.pdf,文献,pdfplumber,ok,pass,ingested,6,7,0,1,0,13814,1973.43,0.9578,0.0437,1,0,1,parsed_docs/山西老陈醋源优良芽孢杆菌菌株的鉴定及筛选_史改玲__27e8e980,
山西老陈醋源优良酵母菌和乳酸菌的筛选、互作及应用研究_李雅茹.pdf,papers/山西老陈醋源优良酵母菌和乳酸菌的筛选、互作及应用研究_李雅茹.pdf,文献,paddleocr,ocr,pass,ingested,126,253,3,18,1,126318,499.28,0.9525,0.0477,22,106,14,parsed_docs/山西老陈醋源优良酵母菌和乳酸菌的筛选_互作及应用研究_李雅茹__15f0e57a,
山西老陈醋源芽孢菌抑菌机理及对腐败菌群体感应抑制的研究_贾瑞娟.pdf,papers/山西老陈醋源芽孢菌抑菌机理及对腐败菌群体感应抑制的研究_贾瑞娟.pdf,文献,paddleocr,ocr,pass,ingested,136,215,5,13,1,124219,577.76,0.9738,0.0334,13,67,4,parsed_docs/山西老陈醋源芽孢菌抑菌机理及对腐败菌群体感应抑制的研究_贾瑞娟__a075624d,
山西老陈醋熏醅生香机理及山楂在生香和抑制有害物质形成作用的研究_韩凯.pdf,papers/山西老陈醋熏醅生香机理及山楂在生香和抑制有害物质形成作用的研究_韩凯.pdf,文献,pdfplumber,ok,pass,ingested,121,275,0,13,0,203012,738.23,0.9527,0.0474,13,141,3,parsed_docs/山西老陈醋熏醅生香机理及山楂在生香和抑制有害物质形成作用的研究_韩凯__37ec6d6b,
山西老陈醋熏醅过程中香气成分动态变化的研究_王旭苹.pdf,papers/山西老陈醋熏醅过程中香气成分动态变化的研究_王旭苹.pdf,文献,paddleocr,ocr,pass,ingested,57,203,33,8,2,59984,295.49,0.9121,0.0879,8,140,3,parsed_docs/山西老陈醋熏醅过程中香气成分动态变化的研究_王旭苹__831cc421,
山西老陈醋生化反应数据库的构建及初步应用_闫欣瑶.pdf,papers/山西老陈醋生化反应数据库的构建及初步应用_闫欣瑶.pdf,文献,pdfplumber,ok,pass,ingested,97,207,0,8,0,137438,663.95,0.9856,0.0147,8,102,3,parsed_docs/山西老陈醋生化反应数据库的构建及初步应用_闫欣瑶__b9128dee,
山西老陈醋的工艺精华和产品特色_王元太.pdf,papers/山西老陈醋的工艺精华和产品特色_王元太.pdf,文献,paddleocr,ocr,pass,ingested,3,3,1,0,0,12716,4238.67,0.9114,0.0911,0,0,0,parsed_docs/山西老陈醋的工艺精华和产品特色_王元太__a332b4b0,
山西老陈醋的饮食人类学研究_张梅梅.pdf,papers/山西老陈醋的饮食人类学研究_张梅梅.pdf,文献,pdfplumber,ok,pass,ingested,153,209,0,4,2,166997,799.03,0.9895,0.0109,7,51,0,parsed_docs/山西老陈醋的饮食人类学研究_张梅梅__7aaf41c7,
山西老陈醋类黑精结构组成及体外消化酵解特性研究_张小东.pdf,papers/山西老陈醋类黑精结构组成及体外消化酵解特性研究_张小东.pdf,文献,pdfplumber,ok,pass,ingested,83,92,0,9,0,100000,1086.96,0.9787,0.0215,9,0,4,parsed_docs/山西老陈醋类黑精结构组成及体外消化酵解特性研究_张小东__795c42c8,
山西老陈醋酿造工艺研究_颜景宗.pdf,papers/山西老陈醋酿造工艺研究_颜景宗.pdf,文献,pdfplumber,ok,pass,ingested,4,4,0,0,0,5885,1471.25,0.9458,0.0542,0,0,0,parsed_docs/山西老陈醋酿造工艺研究_颜景宗__01ec2c73,
山西老陈醋酿造技艺_胡红娟.pdf,papers/山西老陈醋酿造技艺_胡红娟.pdf,文献,pdfplumber,ok,pass,ingested,3,13,0,1,0,5389,414.54,0.9844,0.0158,1,9,0,parsed_docs/山西老陈醋酿造技艺_胡红娟__ac4c838b,
山西老陈醋酿造过程中主要成分变化规律的研究_桂青.pdf,papers/山西老陈醋酿造过程中主要成分变化规律的研究_桂青.pdf,文献,paddleocr,ocr,pass,ingested,75,407,34,14,1,117063,287.62,0.9059,0.0942,14,319,5,parsed_docs/山西老陈醋酿造过程中主要成分变化规律的研究_桂青__0ba8bb87,
山西老陈醋酿造过程中乳酸菌和醋酸菌的分离鉴定及高粱单宁对其生长的影响_郭旭凯.pdf,papers/山西老陈醋酿造过程中乳酸菌和醋酸菌的分离鉴定及高粱单宁对其生长的影响_郭旭凯.pdf,文献,pdfplumber,ok,pass,ingested,8,152,0,4,0,52340,344.34,0.8941,0.1059,4,140,0,parsed_docs/山西老陈醋酿造过程中乳酸菌和醋酸菌的分离鉴定及高粱单宁对其生长的影响_郭旭凯__9b5c40dc,
山西老陈醋酿造过程中总黄酮的分析测定_杨林娥.pdf,papers/山西老陈醋酿造过程中总黄酮的分析测定_杨林娥.pdf,文献,pdfplumber,ok,pass,ingested,4,6,0,2,0,7669,1278.17,0.9931,0.0069,2,0,0,parsed_docs/山西老陈醋酿造过程中总黄酮的分析测定_杨林娥__136d6d38,
山西老陈醋酿造过程中理化指标动态变化及新淋醋品质分析_陈旭峰.pdf,papers/山西老陈醋酿造过程中理化指标动态变化及新淋醋品质分析_陈旭峰.pdf,文献,pdfplumber,ok,pass,ingested,6,9,0,3,0,15736,1748.44,0.9786,0.0214,3,0,1,parsed_docs/山西老陈醋酿造过程中理化指标动态变化及新淋醋品质分析_陈旭峰__da785bff,
山西老陈醋酿造过程中理化指标及微生物群落的变化_邢晓莹.pdf,papers/山西老陈醋酿造过程中理化指标及微生物群落的变化_邢晓莹.pdf,文献,pdfplumber,ok,pass,ingested,8,9,0,1,0,20958,2328.67,0.9828,0.0172,1,0,0,parsed_docs/山西老陈醋酿造过程中理化指标及微生物群落的变化_邢晓莹__7529f41f,
山西老陈醋酿造过程酯类化合物变化规律及其代谢网络分析_王馨宇.pdf,papers/山西老陈醋酿造过程酯类化合物变化规律及其代谢网络分析_王馨宇.pdf,文献,pdfplumber,ok,pass,ingested,61,132,0,6,0,72765,551.25,0.9789,0.0213,6,65,0,parsed_docs/山西老陈醋酿造过程酯类化合物变化规律及其代谢网络分析_王馨宇__ab4de692,
